session,House,Ministry,theme,question_text,mp_names,date,question_link,Link.1,Unnamed: 9,mp_name_raw,mp_name_clean,mp_name,state,constituency,party,region
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Khagen Murmu,Khagen Murmu,Khagen Murmu,West Bengal,Maldaha Uttar,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Smita Uday Wagh,Smita Uday Wagh,Smita Uday Wagh,Maharashtra,Jalgaon,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Facilities for Divyangjan in Jharkhand,Shri Chandra Prakash Choudhary,2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4158_kr6ZyH.pdf?source=pqals,<>,Shri Chandra Prakash Choudhary,Chandra Prakash Choudhary,Chandra Prakash Choudhary,Jharkhand,Giridih,AJSU Party,East
Monsoon Session,Lok Sabha,MoSJE,Employment ,National Action Plan for Skill Development of Persons with Disabilities,Smt. Kanimozhi Karunanidhi,2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4329_Xq1NUN.pdf?source=pqals,<>,Smt. Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,Kanimozhi Karunanidhi,Tamil Nadu,Thoothukkudi,Dravida Munnetra Kazhagam,South
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Shrikant Eknath Shinde,Shrikant Eknath Shinde,Shrikant Eknath Shinde,Maharashtra,Kalyan,Shiv Sena,West
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Shambhavi,Shambhavi,Shambhavi,Bihar,Samastipur,Lok Janshakti Party (Ram Vilas),East
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Rajesh Verma,Rajesh Verma,Rajesh Verma,Bihar,Khagaria,Lok Janshakti Party (Ram Vilas),East
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Ravindra Dattaram Waikar,Ravindra Dattaram Waikar,Ravindra Dattaram Waikar,Maharashtra,Mumbai North West,Shiv Sena,West
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Anto Antony,Anto Antony,Anto Antony,Kerala,Pathanamthitta,Indian National Congress,South
Monsoon Session,Lok Sabha,MoSJE,Certification ,Unique Disability ID Projects,"Dr. Shrikant Eknath Shinde
Smt. Shambhavi
Shri Rajesh Verma
Shri Ravindra Dattaram Waikar
Shri Anto Antony
Shri Naresh Ganpat Mhaske",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4317_C8XtFR.pdf?source=pqals,<>,Naresh Ganpat Mhaske,Naresh Ganpat Mhaske,Naresh Ganpat Mhaske,Maharashtra,Thane,Shiv Sena,West
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,National Institute for the Visually Challenged Students,"Shri Bhojraj Nag
Shri Khagen Murmu",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4303_ad13jW.pdf?source=pqals,<>,Bhojraj Nag,Bhojraj Nag,Bhojraj Nag,Chhattisgarh,Kanker,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,National Institute for the Visually Challenged Students,"Shri Bhojraj Nag
Shri Khagen Murmu",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4303_ad13jW.pdf?source=pqals,<>,Khagen Murmu,Khagen Murmu,Khagen Murmu,West Bengal,Maldaha Uttar,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh
Shri Anurag Sharma",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Himachal Pradesh,Shimla,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh
Shri Anurag Sharma",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Khagen Murmu,Khagen Murmu,Khagen Murmu,West Bengal,Maldaha Uttar,Bharatiya Janata Party,East
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh
Shri Anurag Sharma",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Smita Uday Wagh,Smita Uday Wagh,Smita Uday Wagh,Maharashtra,Jalgaon,Bharatiya Janata Party,West
Monsoon Session,Lok Sabha,MoSJE,Accessibility ,Sugamya Bharat App to Improve Accessibility for Divyangjan and Elderly Citizens,"Shri Suresh Kumar Kashyap
Shri Khagen Murmu
Smt. Smita Uday Wagh
Shri Anurag Sharma",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4287_ilKbBZ.pdf?source=pqals,<>,Anurag Sharma,Anurag Sharma,Anurag Sharma,Uttar Pradesh,Jhansi,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,Upliftment of Persons with Disabilities in Andhra Pradesh,Shri G M Harish Balayogi,2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4259_L1Fplr.pdf?source=pqals,<>,Shri G M Harish Balayogi,G M Harish Balayogi,G M Harish Balayogi,Andhra Pradesh,Amalapuram,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,National Institute for the Welfare of Persons with Disabilities,"Shri Mahendra Singh Solanky
Shri Arun Govil",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4241_1jrI4b.pdf?source=pqals,<>,Mahendra Singh Solanky,Mahendra Singh Solanky,Mahendra Singh Solanky,Madhya Pradesh,Dewas,Bharatiya Janata Party,Central
Monsoon Session,Lok Sabha,MoSJE,Miscellaneous,National Institute for the Welfare of Persons with Disabilities,"Shri Mahendra Singh Solanky
Shri Arun Govil",2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4241_1jrI4b.pdf?source=pqals,<>,Arun Govil,Arun Govil,Arun Govil,Uttar Pradesh,Meerut,Bharatiya Janata Party,North
Monsoon Session,Lok Sabha,MoSJE,RPWD Act,Implementation Status of the RPWD Act,Dr. Byreddy Shabari,2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4195_LMGdOM.pdf?source=pqals,<>,Dr. Byreddy Shabari,Byreddy Shabari,Byreddy Shabari,Andhra Pradesh,Nandyal,Telugu Desam Party,South
Monsoon Session,Lok Sabha,MoSJE,Rehabilitation ,Facilities for Divyangjan in Jharkhand,Shri Chandra Prakash Choudhary,2025-08-19,<>,https://sansad.in/getFile/loksabhaquestions/annex/185/AU4158_kr6ZyH.pdf?source=pqals,<>,Shri Chandra Prakash Choudhary,Chandra Prakash Choudhary,Chandra Prakash Choudhary,Jharkhand,Giridih,AJSU Party,East
Monsoon Session,Rajya Sabha,MoH&FW,Health,Revamping mental healthcare,Shri Rajeev Shukla,2025-07-22,<>,https://sansad.in/getFile/annex/268/AU283_KEwBaQ.pdf?source=pqars,<>,Shri Rajeev Shukla,Rajeev Shukla,Rajeev Shukla,Chhattisgarh,,Indian National Congress,Central
Monsoon Session,Rajya Sabha,MoH&FW,Health,Shortage of mental healthcare professionals in the country,Ms. Swati Maliwal,2025-07-22,<>,https://sansad.in/getFile/annex/268/AU267_DZNXKs.pdf?source=pqars,<>,Ms. Swati Maliwal,Swati Maliwal,Swati Maliwal,Delhi,,Aam Aadmi Party,North
Monsoon Session,Rajya Sabha,MoSJE,Education,Schools for the physically and mentally challenged children,Dr. Kanimozhi NVN Somu,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1263_nasiHZ.pdf?source=pqars,<>,Dr. Kanimozhi NVN Somu,Kanimozhi NVN Somu,Kanimozhi NVN Somu,Tamil Nadu,,Dravida Munnetra Kazhagam,South
Monsoon Session,Rajya Sabha,MoSJE,Employment,Progress of partnership between DEPwD and EDI,Shri Sanjay Singh,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1260_9vzR3G.pdf?source=pqars,<>,Shri Sanjay Singh,Sanjay Singh,Sanjay Singh,Delhi,,Aam Aadmi Party,North
Monsoon Session,Rajya Sabha,MoSJE,Accessibility,Measures for Empowerment of Persons with Disability,Shri Tiruchi Siva,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1257_TgZrnR.pdf?source=pqars,<>,Shri Tiruchi Siva,Tiruchi Siva,Tiruchi Siva,Tamil Nadu,,Dravida Munnetra Kazhagam,South
Monsoon Session,Rajya Sabha,MoSJE,Education,National University of Disability Studies and Rehabilitation Sciences,Ajay Makan,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1255_psnsjd.pdf?source=pqars,<>,Ajay Makan,Ajay Makan,Ajay Makan,Karnataka,,Indian National Congress,South
Monsoon Session,Rajya Sabha,MoSJE,Rehabilitation,Rehabilitation services for autistic children,Shri Sanjay Seth,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1245_kSR9PQ.pdf?source=pqars,<>,Shri Sanjay Seth,Sanjay Seth,Sanjay Seth,Jharkhand,Ranchi,Bharatiya Janata Party,East
Monsoon Session,Rajya Sabha,MoE,Education,Student suicides and mental health in higher education,Shri Manoj Kumar Jha,2025-07-30,<>,https://sansad.in/getFile/annex/268/AU1162_NfQaLI.pdf?source=pqars,<>,Shri Manoj Kumar Jha,Manoj Kumar Jha,Manoj Kumar Jha,Bihar,,Rashtriya Janata Dal,East
Monsoon Session,Rajya Sabha,MoSJE,Rehabilitation,Special plans for rural Divyangjan students,Balbir Singh,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3177_JauaaX.pdf?source=pqars,<>,Balbir Singh,Balbir Singh,Balbir Singh,Punjab,,Aam Aadmi Party,North
Monsoon Session,Rajya Sabha,MoSJE,Rehabilitation,Support to visually impaired people,Smt. Kiran Choudhry,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3176_te2o3o.pdf?source=pqars,<>,Smt. Kiran Choudhry,Kiran Choudhry,Kiran Choudhry,Haryana,,Bharatiya Janata Party,North
Monsoon Session,Rajya Sabha,MoSJE,Assistive devices,Artificial limbs camps,Dr. Medha Vishram Kulkarni,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3175_uTY3qq.pdf?source=pqars,<>,Dr. Medha Vishram Kulkarni,Medha Vishram Kulkarni,Medha Vishram Kulkarni,Maharashtra,,Bharatiya Janata Party,West
Monsoon Session,Rajya Sabha,MoSJE,Education,Availability and expansion of hostels for visually impaired women,Ms. Swati Maliwal,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3173_z3QbgJ.pdf?source=pqars,<>,Ms. Swati Maliwal,Swati Maliwal,Swati Maliwal,Delhi,,Aam Aadmi Party,North
Monsoon Session,Rajya Sabha,MoSJE,Health,Bleeding disorders patients,Shri Pramod Tiwari,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3169_GDXfhH.pdf?source=pqars,<>,Shri Pramod Tiwari,Pramod Tiwari,Pramod Tiwari,Rajasthan,,Indian National Congress,North
Monsoon Session,Rajya Sabha,MoSJE,Accessibility,Improving accessibility for Divyangjan and elderly citizens,Shri Narhari Amin,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3168_6XfqF6.pdf?source=pqars,<>,Shri Narhari Amin,Narhari Amin,Narhari Amin,Gujarat,,Bharatiya Janata Party,West
Monsoon Session,Rajya Sabha,MoSJE,Accessibility,Increasing accessibility for disabled persons,Shri Tiruchi Siva,2025-08-20,<>,https://sansad.in/getFile/annex/268/AU3164_B2q29H.pdf?source=pqars,<>,Shri Tiruchi Siva,Tiruchi Siva,Tiruchi Siva,Tamil Nadu,,Dravida Munnetra Kazhagam,South
Monsoon Session,Rajya Sabha,MoSJE,Housing,4 per cent housing reservation policy for PwDs,Dr. Kavita Patidar,2025-08-06,<>,https://sansad.in/getFile/annex/268/AU2062_IEjkra.pdf?source=pqars,<>,Dr. Kavita Patidar,Kavita Patidar,Kavita Patidar,Madhya Pradesh,,Bharatiya Janata Party,Central
Monsoon Session,Rajya Sabha,MoSJE,Accessibility,Sugamya Bharat Abhiyan and empowerment of PwDs,Shri Ghanshyam Tiwari,2025-08-06,<>,https://sansad.in/getFile/annex/268/AU2059_Ws1BZj.pdf?source=pqars,<>,Shri Ghanshyam Tiwari,Ghanshyam Tiwari,Ghanshyam Tiwari,Rajasthan,,Bharatiya Janata Party,North
Monsoon Session,Rajya Sabha,MoSJE,Education,Schools for the physically and mentally challenged children,Dr. Kanimozhi NVN Somu,2025-08-06,<>,https://sansad.in/getFile/annex/268/AU1263_nasiHZ.pdf?source=pqars,<>,Dr. Kanimozhi NVN Somu,Kanimozhi NVN Somu,Kanimozhi NVN Somu,Tamil Nadu,,Dravida Munnetra Kazhagam,South
Monsoon Session,Rajya Sabha,MoL&J,Judicial,Access for persons with disabilities in the justice system,Shri Dhairyashil Mohan Patil,2025-08-21,<>,https://sansad.in/getFile/annex/268/AU3307_33dxoD.pdf?source=pqars,<>,Shri Dhairyashil Mohan Patil,Dhairyashil Mohan Patil,Dhairyashil Mohan Patil,Maharashtra,,Bharatiya Janata Party,West
Monsoon Session,Rajya Sabha,MoL&J,Judicial,Increasing accessibility for disabled persons,Shri Bhubaneswar Kalita,2025-08-18,<>,https://sansad.in/getFile/annex/268/AU2777_SUhWko.pdf?source=pqars,<>,Shri Bhubaneswar Kalita,Bhubaneswar Kalita,Bhubaneswar Kalita,Assam,,Bharatiya Janata Party,Northeast
Monsoon Session,Rajya Sabha,MoH&FW,Insurance,Insurance cover for persons with disabilities,Smt. Sagarika Ghose,2025-08-12,<>,https://sansad.in/getFile/annex/268/AU2647_wv8QnL.pdf?source=pqars,<>,Smt. Sagarika Ghose,Sagarika Ghose,Sagarika Ghose,West Bengal,,All India Trinamool Congress,East
Monsoon Session,Rajya Sabha,MoH&FW,Certification,Streamlining of issuance of Disability Certificate,Dr. M. Thambidurai,2025-08-12,<>,https://sansad.in/getFile/annex/268/AS251_yO5KDz.pdf?source=pqars,<>,Dr. M. Thambidurai,M. Thambidurai,M. Thambidurai,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,South
Monsoon Session,Rajya Sabha,AYUSH,Health,"Ayush Integration in mental health, geriatric and de-addiction care",Shri Baburam Nishad,2025-08-19,<>,https://sansad.in/getFile/annex/268/AU2892_9YkUOq.pdf?source=pqars,<>,Shri Baburam Nishad,Baburam Nishad,Baburam Nishad,Uttar Pradesh,,Bharatiya Janata Party,North
Monsoon Session,Rajya Sabha,MoH&FW,Health,Mental healthcare services across the country,Jose K. Mani ,2025-08-12,<>,https://sansad.in/getFile/annex/268/AU2659_iY80Be.pdf?source=pqars,<>,Jose K. Mani,Jose K. Mani,Jose K. Mani ,Kerala,,Kerala Congress (M),South
Monsoon Session,Rajya Sabha,MoE,Health,Mental health programmes for youths,Rajani Patil,2025-08-07,<>,https://sansad.in/getFile/annex/268/AU2227_agWicu.pdf?source=pqars,<>,Rajani Patil,Rajani Patil,Rajani Patil,Maharashtra,,Indian National Congress,West
Monsoon Session,Rajya Sabha,MoH&FW,Health,Rising suicides and mental health crisis in the country,Ms. Sushmita Dev,2025-08-05,<>,https://sansad.in/getFile/annex/268/AU1886_vjdBGl.pdf?source=pqars,<>,Ms. Sushmita Dev,Sushmita Dev,Sushmita Dev,West Bengal,,All India Trinamool Congress,East
Monsoon Session,Rajya Sabha,MoL&J,Judicial,Implementation and Accessibility Reforms under the Department of Justice,Shri Sujeet Kumar,2025-07-31,<>,https://sansad.in/getFile/annex/268/AU1360_RjcV0P.pdf?source=pqars,<>,Shri Sujeet Kumar,Sujeet Kumar,Sujeet Kumar,Odisha,,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoE,Accessibility,Braille Equipment Scheme,Shri Vishnu Dayal Ram,2025-12-01,< >,,,Shri Vishnu Dayal Ram,Vishnu Dayal Ram,Vishnu Dayal Ram,Jharkhand,Palamau,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoSJE,Rehabilitation,Integrative Rehabilitation for Persons with Disabilities,Mitesh Patel Bakabhai,2025-12-02,< >,,,Mitesh Patel Bakabhai,Mitesh Patel Bakabhai,Mitesh Patel Bakabhai,Gujarat,Anand,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoSJE,Accessibility,Accessibility of School Campuses for Persons with Disabilities,Shri Vishnu Dayal Ram,2025-12-02,< >,,,Shri Vishnu Dayal Ram,Vishnu Dayal Ram,Vishnu Dayal Ram,Jharkhand,Palamau,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoRD,Employment,Persons with Disabilities under MGNREGS,Kakoli Ghosh Dastidar,2025-12-02,< >,,,Kakoli Ghosh Dastidar,Kakoli Ghosh Dastidar,Kakoli Ghosh Dastidar,West Bengal,Barasat,All India Trinamool Congress,East
Winter Session,Lok Sabha,,,Disability-inclusive Disaster Preparedness Guidelines,Dr. D Ravi Kumar,2025-12-02,< >,,,Dr. D Ravi Kumar,D Ravi Kumar,D Ravi Kumar,Tamil Nadu,Viluppuram,Viduthalai Chiruthaigal Katchi,South
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Suresh Kumar Kashyap,Himachal Pradesh,Shimla,Bharatiya Janata Party,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Rahul Singh Lodhi,Rahul Singh Lodhi,Rahul Singh Lodhi,Madhya Pradesh,Damoh,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Amar Sharadrao Kale,Amar Sharadrao Kale,Amar Sharadrao Kale,Maharashtra,Wardha,Nationalist Congress Party Sharadchandra Pawar,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Balabhadra Majhi,Balabhadra Majhi,Balabhadra Majhi,Odisha,Nabarangpur,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Kamaljeet Sehrawat,Kamaljeet Sehrawat,Kamaljeet Sehrawat,Delhi,West Delhi,Bharatiya Janata Party,North
