session,House,Ministry,theme,question_text,mp_names,date,question_link,Link.1,Unnamed: 9,mp_name_raw,mp_name_clean,mp_name,state,constituency,party,region
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Bidyut Baran Mahato,Bidyut Baran Mahato,Bidyut Baran Mahato,Jharkhand,Jamshedpur,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Bunty Vivek Sahu,Bunty Vivek Sahu,Bunty Vivek Sahu,Madhya Pradesh,Chhindwara,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Shivmangal Singh Tomar,Shivmangal Singh Tomar,Shivmangal Singh Tomar,Madhya Pradesh,Morena,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Bhojraj Nag,Bhojraj Nag,Bhojraj Nag,Chhattisgarh,Kanker,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Sanjay Jaiswal,Sanjay Jaiswal,Sanjay Jaiswal,Bihar,Paschim Champaran,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Naba Charan Majhi,Naba Charan Majhi,Naba Charan Majhi,Odisha,Mayurbhanj,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Manish Jaiswal,Manish Jaiswal,Manish Jaiswal,Jharkhand,Hazaribagh,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Pradeep Kumar Singh,Pradeep Kumar Singh,Pradeep Kumar Singh,Bihar,Araria,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Chandan Chauhan,Chandan Chauhan,Chandan Chauhan,Uttar Pradesh,Bijnor,Rashtriya Lok Dal,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Rajkumar Sangwan,Rajkumar Sangwan,Rajkumar Sangwan,Uttar Pradesh,Baghpat,Rashtriya Lok Dal,North
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Radheshyam Rathiya,Radheshyam Rathiya,Radheshyam Rathiya,Chhattisgarh,Raigarh,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Jugal Kishore,Jugal Kishore,Jugal Kishore,Jammu And Kashmir,Jammu,Bharatiya Janata Party,Other
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Janardan Mishra,Janardan Mishra,Janardan Mishra,Madhya Pradesh,Rewa,Bharatiya Janata Party,Central
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Haribhai Patel,Haribhai Patel,Haribhai Patel,Gujarat,Mahesana,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Gopal Jee Thakur,Gopal Jee Thakur,Gopal Jee Thakur,Bihar,Darbhanga,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoHUA,"Housing, Infra",Provisions for Persons with Disabilities under PMAY-Urban,"Shri Suresh Kumar Kashyap
Shri Rahul Singh Lodhi
Shri Khagen Murmu
Brijesh Chowta
Shri Amar Sharadrao Kale
Shri Balabhadra Majhi
Smt. Kamaljeet Sehrawat
Shri Manoj Tiwari
Shri Nalin Soren
Dr. Hemang Joshi
Shri Ashish Dubey
Shri Mukeshkumar Chandrakaant Dalal
Shri Jagdambika Pal
Shri Bibhu Prasad Tarai
Smt. D K Aruna
Shri Narayan Tatu Rane
Smt. Vijaylakshmi Devi
Smt. Kamlesh Jangde
Smt. Himadri Singh
Shri Praveen Patel
Shri Anil Firojiya
Smt. Poonamben Hematbhai Maadam
Yogender Chandolia
Shri Miteshbhai Rameshbhai Patel
Smt. Smita Uday Wagh
Shri Dulu Mahato
Shri Dhaval Laxmanbhai Patel
Shri Bidyut Baran Mahato
Shri Bunty Vivek Sahu
Shri Shivmangal Singh Tomar
Shri Bhojraj Nag
Dr. Sanjay Jaiswal
Shri Naba Charan Majhi
Shri Manish Jaiswal
Shri Pradeep Kumar Singh
Shri Chandan Chauhan
Dr. Rajkumar Sangwan
Shri Radheshyam Rathiya
Shri Jugal Kishore
Shri Lumbaram Choudhary
Shri Janardan Mishra
Shri Haribhai Patel
Shri Gopal Jee Thakur
Shri Dineshbhai Makwana",2025-12-04,< >,,,Dineshbhai Makwana,Dineshbhai Makwana,Dineshbhai Makwana,Gujarat,Ahmedabad West,Bharatiya Janata Party,West
Winter Session,Lok Sabha,Education,Education,Education for Children with Special Needs (CwSN), Y S Avinash Reddy,2025-12-08,< >,,,Y S Avinash Reddy,Y S Avinash Reddy,Y S Avinash Reddy,Andhra Pradesh,Kadapa,Yuvajana Sramika Rythu Congress Party,South
Winter Session,Lok Sabha,MoSJE,Health,Disha-cum-Vikaas Scheme in West Bengal, Jyotirmay Singh Mahato,2025-12-09,< >,,,Jyotirmay Singh Mahato,Jyotirmay Singh Mahato,Jyotirmay Singh Mahato,West Bengal,Purulia,Bharatiya Janata Party,East
Winter Session,Lok Sabha,MoSJE,Accessibility,Accessible Improvement in Government Buildings, Jaswantsinh Sumanbhai Bhabhor,2025-12-09,< >,,,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,Jaswantsinh Sumanbhai Bhabhor,Gujarat,Dahod,Bharatiya Janata Party,West
Winter Session,Lok Sabha,MoSJE,Rehabilitation,Implementation of the Deendayal Divyangjan Rehabilitation Scheme," K E Prakash,  S Jagathratchakan",2025-12-09,< >,,,K E Prakash,K E Prakash,K E Prakash,Tamil Nadu,Erode,Dravida Munnetra Kazhagam,South
Winter Session,Lok Sabha,MoSJE,Rehabilitation,Implementation of the Deendayal Divyangjan Rehabilitation Scheme," K E Prakash,  S Jagathratchakan",2025-12-09,< >,,,S Jagathratchakan,S Jagathratchakan,S Jagathratchakan,Tamil Nadu,Arakkonam,Dravida Munnetra Kazhagam,South
Winter Session,Lok Sabha,MoSJE,Rehabilitation,ADIP and Niramaya Schemes, Kadiyam Kavya,2025-12-09,< >,,,Kadiyam Kavya,Kadiyam Kavya,Kadiyam Kavya,Telangana,Warangal,Indian National Congress,South
Winter Session,Lok Sabha,MoSJE,"Infra, Digital and Service Accessibility",Sugamya Bharat Abhiyan in Andhra Pradesh, Magunta Sreenivasulu Reddy,2025-12-09,< >,,,Magunta Sreenivasulu Reddy,Magunta Sreenivasulu Reddy,Magunta Sreenivasulu Reddy,Andhra Pradesh,Ongole,Telugu Desam Party,South
Winter Session,Lok Sabha,MoSJE,"Infra, Digital and Service Accessibility",National Accessibility & Assistive-Tech Mission, Shyamkumar Daulat Barve,2025-12-09,< >,,,Shyamkumar Daulat Barve,Shyamkumar Daulat Barve,Shyamkumar Daulat Barve,Maharashtra,Ramtek,Indian National Congress,West
Winter Session,Lok Sabha,MoSJE,Certification,Issuance of UDID Cards," Vinod Kumar Bind, Shri Devusinh Chauhan",2025-12-09,< >,,,Vinod Kumar Bind,Vinod Kumar Bind,Vinod Kumar Bind,Uttar Pradesh,Bhadohi,Bharatiya Janata Party,North
Winter Session,Lok Sabha,MoSJE,Certification,Issuance of UDID Cards," Vinod Kumar Bind, Shri Devusinh Chauhan",2025-12-09,< >,,,Shri Devusinh Chauhan,Devusinh Chauhan,Devusinh Chauhan,Gujarat,Kheda,Bharatiya Janata Party,West
